id,text,original_text,created_at,author_id,keyword,source,sentiment,polarity,subjectivity,confidence,emotion,word_count,like_count,retweet_count,hour,day_of_week,date,is_weekend,cluster
sample_13,Weekend vibes are hitting different today! 🌟 Feeling blessed.,Weekend vibes are hitting different today! 🌟 Feeling blessed.,2025-06-29 03:26:34.143709794,user_13,feeling,sample_data,Neutral,0.0,0.6,1.0,gratitude,9,10,2,3,Sunday,2025-06-29,True,3
sample_14,Just another typical Monday morning.,Just another typical Monday morning.,2025-06-29 03:34:58.564060086,user_14,life,sample_data,Neutral,-0.16666666666666666,0.5,0.8333333333333334,neutral,5,2,1,3,Sunday,2025-06-29,True,0
sample_15,Nothing beats a good workout to start the day! 💪 Today was good.,Nothing beats a good workout to start the day! 💪 Today was good.,2025-06-29 03:43:22.984410378,user_15,life,sample_data,Positive,0.7875,0.6000000000000001,0.7875,neutral,13,4,0,3,Sunday,2025-06-29,True,2
sample_16,Feeling disconnected from everyone lately...,Feeling disconnected from everyone lately...,2025-06-29 03:51:47.404760670,user_16,today,sample_data,Negative,-0.3,0.6,0.3,neutral,5,4,1,3,Sunday,2025-06-29,True,4
sample_17,"Met up with old friends today, such a perfect day! 😊 🙂","Met up with old friends today, such a perfect day! 😊 🙂",2025-06-29 04:00:11.825110962,user_17,today,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,12,13,3,4,Sunday,2025-06-29,True,1
sample_18,Feeling incredibly grateful for my family today 💕 🙂,Feeling incredibly grateful for my family today 💕 🙂,2025-06-29 04:08:36.245461254,user_18,mood,sample_data,Positive,0.9,0.9,0.9,gratitude,9,12,3,4,Sunday,2025-06-29,True,1
sample_19,Feeling incredibly grateful for my family today 💕 Today was good.,Feeling incredibly grateful for my family today 💕 Today was good.,2025-06-29 04:17:00.665811546,user_19,life,sample_data,Positive,0.8,0.75,0.8,gratitude,11,8,2,4,Sunday,2025-06-29,True,2
sample_20,Work has been incredibly stressful this week Not my best day.,Work has been incredibly stressful this week Not my best day.,2025-06-29 04:25:25.086161838,user_20,life,sample_data,Positive,0.95,0.6,0.95,neutral,11,1,0,4,Sunday,2025-06-29,True,2
sample_21,Weekend vibes are hitting different today! 🌟!,Weekend vibes are hitting different today! 🌟!,2025-06-29 04:33:49.506512130,user_21,day,sample_data,Neutral,0.0,0.6,1.0,neutral,7,6,1,4,Sunday,2025-06-29,True,3
sample_22,Having one of those days where nothing goes right 😔...,Having one of those days where nothing goes right 😔...,2025-06-29 04:42:13.926862422,user_22,feeling,sample_data,Positive,0.2857142857142857,0.5357142857142857,0.2857142857142857,neutral,10,5,1,4,Sunday,2025-06-29,True,4
sample_23,"Just checking in, hope everyone's well.","Just checking in, hope everyone's well.",2025-06-29 04:50:38.347212713,user_23,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,6,9,1,4,Sunday,2025-06-29,True,0
sample_24,Can't seem to catch a break these days Hope tomorrow is better.,Can't seem to catch a break these days Hope tomorrow is better.,2025-06-29 04:59:02.767563005,user_24,life,sample_data,Positive,0.5,0.5,0.5,neutral,12,2,3,4,Sunday,2025-06-29,True,4
sample_25,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,2025-06-29 05:07:27.187913297,user_25,feeling,sample_data,Positive,0.625,0.7,0.625,joy,11,9,2,5,Sunday,2025-06-29,True,1
sample_26,Finally finished that project I've been working on! 🎉!,Finally finished that project I've been working on! 🎉!,2025-06-29 05:15:51.608263589,user_26,today,sample_data,Neutral,0.0,1.0,1.0,neutral,9,5,2,5,Sunday,2025-06-29,True,3
sample_27,"Met up with old friends today, such a perfect day! 😊 Feeling blessed.","Met up with old friends today, such a perfect day! 😊 Feeling blessed.",2025-06-29 05:24:16.028613881,user_27,life,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,13,10,2,5,Sunday,2025-06-29,True,1
sample_28,Sometimes the little things make me the happiest 💝 Today was good.,Sometimes the little things make me the happiest 💝 Today was good.,2025-06-29 05:32:40.448964173,user_28,feeling,sample_data,Positive,0.25625,0.55,0.25625,neutral,12,9,0,5,Sunday,2025-06-29,True,4
sample_29,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-29 05:41:04.869314465,user_29,day,sample_data,Neutral,0.0,0.0,1.0,neutral,6,3,1,5,Sunday,2025-06-29,True,0
sample_30,Just had the most amazing coffee this morning! ☀️!,Just had the most amazing coffee this morning! ☀️!,2025-06-29 05:49:29.289664757,user_30,today,sample_data,Positive,0.71875,0.7,0.71875,joy,9,14,2,5,Sunday,2025-06-29,True,1
sample_31,"Just checking in, hope everyone's well.","Just checking in, hope everyone's well.",2025-06-29 05:57:53.710015049,user_31,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,6,4,2,5,Sunday,2025-06-29,True,0
sample_32,"Met up with old friends today, such a perfect day! 😊!","Met up with old friends today, such a perfect day! 😊!",2025-06-29 06:06:18.130365341,user_32,mood,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,11,8,5,6,Sunday,2025-06-29,True,1
sample_33,Really struggling to find motivation lately Not my best day.,Really struggling to find motivation lately Not my best day.,2025-06-29 06:14:42.550715633,user_33,life,sample_data,Neutral,-0.15,0.25,0.85,neutral,10,2,0,6,Sunday,2025-06-29,True,0
sample_34,Sometimes the little things make me the happiest 💝 🙂,Sometimes the little things make me the happiest 💝 🙂,2025-06-29 06:23:06.971065924,user_34,life,sample_data,Neutral,-0.1875,0.5,0.8125,neutral,10,8,0,6,Sunday,2025-06-29,True,3
sample_35,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,2025-06-29 06:31:31.391416216,user_35,feeling,sample_data,Positive,0.625,0.7,0.625,joy,11,12,4,6,Sunday,2025-06-29,True,1
sample_36,Regular coffee meeting this afternoon Just saying.,Regular coffee meeting this afternoon Just saying.,2025-06-29 06:39:55.811766508,user_36,life,sample_data,Neutral,0.0,0.07692307692307693,1.0,neutral,7,3,2,6,Sunday,2025-06-29,True,0
sample_37,"Regular day at the office, nothing special.","Regular day at the office, nothing special.",2025-06-29 06:48:20.232116800,user_37,life,sample_data,Neutral,0.17857142857142858,0.32417582417582413,0.8214285714285714,neutral,7,4,2,6,Sunday,2025-06-29,True,0
sample_38,Really struggling to find motivation lately Not my best day.,Really struggling to find motivation lately Not my best day.,2025-06-29 06:56:44.652467092,user_38,life,sample_data,Neutral,-0.15,0.25,0.85,neutral,10,5,1,6,Sunday,2025-06-29,True,0
sample_39,"Accomplished so much today, feeling proud! 🏆 Today was good.","Accomplished so much today, feeling proud! 🏆 Today was good.",2025-06-29 07:05:09.072817384,user_39,today,sample_data,Positive,0.5249999999999999,0.575,0.5249999999999999,neutral,10,7,3,7,Sunday,2025-06-29,True,1
sample_40,"Regular day at the office, nothing special That's life.","Regular day at the office, nothing special That's life.",2025-06-29 07:13:33.493167676,user_40,today,sample_data,Neutral,0.17857142857142858,0.32417582417582413,0.8214285714285714,neutral,9,6,0,7,Sunday,2025-06-29,True,3
sample_41,"Met up with old friends today, such a perfect day! 😊!","Met up with old friends today, such a perfect day! 😊!",2025-06-29 07:21:57.913517968,user_41,life,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,11,7,3,7,Sunday,2025-06-29,True,1
sample_42,Sometimes the little things make me the happiest 💝 Today was good.,Sometimes the little things make me the happiest 💝 Today was good.,2025-06-29 07:30:22.333868260,user_42,day,sample_data,Positive,0.25625,0.55,0.25625,neutral,12,13,3,7,Sunday,2025-06-29,True,1
sample_43,"Met up with old friends today, such a perfect day! 😊 🙂","Met up with old friends today, such a perfect day! 😊 🙂",2025-06-29 07:38:46.754218552,user_43,today,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,12,2,5,7,Sunday,2025-06-29,True,1
sample_44,"Just checking in, hope everyone's well That's life.","Just checking in, hope everyone's well That's life.",2025-06-29 07:47:11.174568844,user_44,day,sample_data,Neutral,0.0,0.0,1.0,neutral,8,5,2,7,Sunday,2025-06-29,True,0
sample_45,Finally finished that project I've been working on! 🎉!,Finally finished that project I've been working on! 🎉!,2025-06-29 07:55:35.594919135,user_45,feeling,sample_data,Neutral,0.0,1.0,1.0,neutral,9,5,2,7,Sunday,2025-06-29,True,3
sample_46,"Beautiful sunset tonight, life is good! 🌅!","Beautiful sunset tonight, life is good! 🌅!",2025-06-29 08:04:00.015269427,user_46,mood,sample_data,Positive,0.925,0.8,0.925,neutral,7,8,2,8,Sunday,2025-06-29,True,2
sample_47,Nothing beats a good workout to start the day! 💪!,Nothing beats a good workout to start the day! 💪!,2025-06-29 08:12:24.435619719,user_47,life,sample_data,Positive,1.0,0.6000000000000001,1.0,neutral,10,7,4,8,Sunday,2025-06-29,True,1
sample_48,Nothing beats a good workout to start the day! 💪 Today was good.,Nothing beats a good workout to start the day! 💪 Today was good.,2025-06-29 08:20:48.855970011,user_48,life,sample_data,Positive,0.7875,0.6000000000000001,0.7875,neutral,13,6,2,8,Sunday,2025-06-29,True,2
sample_49,"Standard Tuesday, same as always Just saying.","Standard Tuesday, same as always Just saying.",2025-06-29 08:29:13.276320303,user_49,feeling,sample_data,Neutral,0.0,0.0625,1.0,neutral,7,7,1,8,Sunday,2025-06-29,True,0
sample_50,Finally finished that project I've been working on! 🎉!,Finally finished that project I've been working on! 🎉!,2025-06-29 08:37:37.696670595,user_50,feeling,sample_data,Neutral,0.0,1.0,1.0,neutral,9,5,1,8,Sunday,2025-06-29,True,3
sample_51,"Beautiful sunset tonight, life is good! 🌅 Feeling blessed.","Beautiful sunset tonight, life is good! 🌅 Feeling blessed.",2025-06-29 08:46:02.117020887,user_51,day,sample_data,Positive,0.8625,0.8,0.8625,gratitude,9,5,2,8,Sunday,2025-06-29,True,2
sample_52,Just had the most amazing coffee this morning! ☀️ 🙂,Just had the most amazing coffee this morning! ☀️ 🙂,2025-06-29 08:54:26.537371179,user_52,life,sample_data,Positive,0.625,0.7,0.625,joy,10,7,0,8,Sunday,2025-06-29,True,2
sample_53,"Regular day at the office, nothing special.","Regular day at the office, nothing special.",2025-06-29 09:02:50.957721471,user_53,mood,sample_data,Neutral,0.17857142857142858,0.32417582417582413,0.8214285714285714,neutral,7,4,1,9,Sunday,2025-06-29,True,0
sample_54,Going through my usual routine today Just saying.,Going through my usual routine today Just saying.,2025-06-29 09:11:15.378071763,user_54,mood,sample_data,Negative,-0.25,0.25,0.25,neutral,8,2,2,9,Sunday,2025-06-29,True,4
sample_55,"Got some great news today, feeling so blessed! ✨ Feeling blessed.","Got some great news today, feeling so blessed! ✨ Feeling blessed.",2025-06-29 09:19:39.798422055,user_55,today,sample_data,Positive,1.0,0.75,1.0,joy,11,12,1,9,Sunday,2025-06-29,True,2
sample_56,Sometimes the little things make me the happiest 💝 Today was good.,Sometimes the little things make me the happiest 💝 Today was good.,2025-06-29 09:28:04.218772346,user_56,day,sample_data,Positive,0.25625,0.55,0.25625,neutral,12,4,3,9,Sunday,2025-06-29,True,4
sample_57,Just another typical Monday morning.,Just another typical Monday morning.,2025-06-29 09:36:28.639122638,user_57,life,sample_data,Neutral,-0.16666666666666666,0.5,0.8333333333333334,neutral,5,6,1,9,Sunday,2025-06-29,True,3
sample_58,Nothing beats a good workout to start the day! 💪!,Nothing beats a good workout to start the day! 💪!,2025-06-29 09:44:53.059472930,user_58,feeling,sample_data,Positive,1.0,0.6000000000000001,1.0,neutral,10,7,0,9,Sunday,2025-06-29,True,2
sample_59,Having one of those days where nothing goes right 😔...,Having one of those days where nothing goes right 😔...,2025-06-29 09:53:17.479823222,user_59,today,sample_data,Positive,0.2857142857142857,0.5357142857142857,0.2857142857142857,neutral,10,2,1,9,Sunday,2025-06-29,True,4
sample_60,Feeling incredibly grateful for my family today 💕 Feeling blessed.,Feeling incredibly grateful for my family today 💕 Feeling blessed.,2025-06-29 10:01:41.900173514,user_60,life,sample_data,Positive,0.9,0.9,0.9,gratitude,10,9,1,10,Sunday,2025-06-29,True,2
sample_61,"Met up with old friends today, such a perfect day! 😊 Today was good.","Met up with old friends today, such a perfect day! 😊 Today was good.",2025-06-29 10:10:06.320523806,user_61,mood,sample_data,Positive,0.45,0.575,0.45,joy,14,11,1,10,Sunday,2025-06-29,True,1
sample_62,Nothing beats a good workout to start the day! 💪 🙂,Nothing beats a good workout to start the day! 💪 🙂,2025-06-29 10:18:30.740874098,user_62,day,sample_data,Positive,0.875,0.6000000000000001,0.875,neutral,11,11,1,10,Sunday,2025-06-29,True,2
sample_63,"Just checking in, hope everyone's well Moving on.","Just checking in, hope everyone's well Moving on.",2025-06-29 10:26:55.161224390,user_63,day,sample_data,Neutral,0.0,0.0,1.0,neutral,8,3,1,10,Sunday,2025-06-29,True,0
sample_64,Going through my usual routine today.,Going through my usual routine today.,2025-06-29 10:35:19.581574682,user_64,day,sample_data,Negative,-0.25,0.25,0.25,neutral,6,4,0,10,Sunday,2025-06-29,True,4
sample_65,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-29 10:43:44.001924974,user_65,today,sample_data,Neutral,0.0,0.0,1.0,neutral,6,2,1,10,Sunday,2025-06-29,True,0
sample_66,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-29 10:52:08.422275266,user_66,mood,sample_data,Neutral,0.0,0.0,1.0,neutral,6,1,2,10,Sunday,2025-06-29,True,0
sample_67,Just going with the flow today Just saying.,Just going with the flow today Just saying.,2025-06-29 11:00:32.842625557,user_67,day,sample_data,Neutral,0.0,0.0,1.0,neutral,8,10,1,11,Sunday,2025-06-29,True,0
sample_68,When will things start looking up? 😞 Not my best day.,When will things start looking up? 😞 Not my best day.,2025-06-29 11:08:57.262975849,user_68,today,sample_data,Positive,1.0,0.3,1.0,neutral,11,4,1,11,Sunday,2025-06-29,True,2
sample_69,"Accomplished so much today, feeling proud! 🏆 Today was good.","Accomplished so much today, feeling proud! 🏆 Today was good.",2025-06-29 11:17:21.683326141,user_69,mood,sample_data,Positive,0.5249999999999999,0.575,0.5249999999999999,neutral,10,5,4,11,Sunday,2025-06-29,True,1
sample_70,"Beautiful sunset tonight, life is good! 🌅 Today was good.","Beautiful sunset tonight, life is good! 🌅 Today was good.",2025-06-29 11:25:46.103676433,user_70,life,sample_data,Positive,0.8083333333333332,0.7333333333333334,0.8083333333333332,neutral,10,11,0,11,Sunday,2025-06-29,True,2
sample_71,"Accomplished so much today, feeling proud! 🏆 Today was good.","Accomplished so much today, feeling proud! 🏆 Today was good.",2025-06-29 11:34:10.524026725,user_71,day,sample_data,Positive,0.5249999999999999,0.575,0.5249999999999999,neutral,10,7,5,11,Sunday,2025-06-29,True,1
sample_72,Having one of those days where nothing goes right 😔 Hope tomorrow is better.,Having one of those days where nothing goes right 😔 Hope tomorrow is better.,2025-06-29 11:42:34.944377017,user_72,mood,sample_data,Positive,0.39285714285714285,0.5178571428571428,0.39285714285714285,neutral,14,3,1,11,Sunday,2025-06-29,True,4
sample_73,Just going with the flow today Just saying.,Just going with the flow today Just saying.,2025-06-29 11:50:59.364727309,user_73,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,8,4,1,11,Sunday,2025-06-29,True,0
sample_74,"Got some great news today, feeling so blessed! ✨!","Got some great news today, feeling so blessed! ✨!",2025-06-29 11:59:23.785077601,user_74,day,sample_data,Positive,1.0,0.75,1.0,joy,9,8,3,11,Sunday,2025-06-29,True,2
sample_75,"Beautiful sunset tonight, life is good! 🌅 🙂","Beautiful sunset tonight, life is good! 🌅 🙂",2025-06-29 12:07:48.205427893,user_75,life,sample_data,Positive,0.8625,0.8,0.8625,neutral,8,8,1,12,Sunday,2025-06-29,True,2
sample_76,"Accomplished so much today, feeling proud! 🏆 Feeling blessed.","Accomplished so much today, feeling proud! 🏆 Feeling blessed.",2025-06-29 12:16:12.625778185,user_76,day,sample_data,Positive,0.4666666666666666,0.5666666666666667,0.4666666666666666,gratitude,9,10,2,12,Sunday,2025-06-29,True,1
sample_77,"Accomplished so much today, feeling proud! 🏆 🙂","Accomplished so much today, feeling proud! 🏆 🙂",2025-06-29 12:24:37.046128477,user_77,mood,sample_data,Positive,0.4666666666666666,0.5666666666666667,0.4666666666666666,neutral,8,10,1,12,Sunday,2025-06-29,True,4
sample_78,Just had the most amazing coffee this morning! ☀️!,Just had the most amazing coffee this morning! ☀️!,2025-06-29 12:33:01.466478768,user_78,today,sample_data,Positive,0.71875,0.7,0.71875,joy,9,11,1,12,Sunday,2025-06-29,True,2
sample_79,Nothing beats a good workout to start the day! 💪 🙂,Nothing beats a good workout to start the day! 💪 🙂,2025-06-29 12:41:25.886829060,user_79,feeling,sample_data,Positive,0.875,0.6000000000000001,0.875,neutral,11,10,0,12,Sunday,2025-06-29,True,2
sample_80,Going through my usual routine today.,Going through my usual routine today.,2025-06-29 12:49:50.307179352,user_80,mood,sample_data,Negative,-0.25,0.25,0.25,neutral,6,5,1,12,Sunday,2025-06-29,True,4
sample_81,Just going with the flow today.,Just going with the flow today.,2025-06-29 12:58:14.727529644,user_81,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,6,1,1,12,Sunday,2025-06-29,True,0
sample_82,Work has been incredibly stressful this week Not my best day.,Work has been incredibly stressful this week Not my best day.,2025-06-29 13:06:39.147879936,user_82,feeling,sample_data,Positive,0.95,0.6,0.95,neutral,11,3,0,13,Sunday,2025-06-29,True,2
sample_83,Really struggling to find motivation lately...,Really struggling to find motivation lately...,2025-06-29 13:15:03.568230228,user_83,life,sample_data,Neutral,-0.04999999999999999,0.4,0.95,neutral,6,3,3,13,Sunday,2025-06-29,True,0
sample_84,Sometimes the little things make me the happiest 💝 🙂,Sometimes the little things make me the happiest 💝 🙂,2025-06-29 13:23:27.988580520,user_84,life,sample_data,Neutral,-0.1875,0.5,0.8125,neutral,10,7,1,13,Sunday,2025-06-29,True,3
sample_85,Feeling incredibly grateful for my family today 💕 Today was good.,Feeling incredibly grateful for my family today 💕 Today was good.,2025-06-29 13:31:52.408930812,user_85,day,sample_data,Positive,0.8,0.75,0.8,gratitude,11,9,3,13,Sunday,2025-06-29,True,1
sample_86,"Met up with old friends today, such a perfect day! 😊!","Met up with old friends today, such a perfect day! 😊!",2025-06-29 13:40:16.829281104,user_86,feeling,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,11,12,0,13,Sunday,2025-06-29,True,4
sample_87,Just going with the flow today.,Just going with the flow today.,2025-06-29 13:48:41.249631396,user_87,life,sample_data,Neutral,0.0,0.0,1.0,neutral,6,4,0,13,Sunday,2025-06-29,True,0
sample_88,Sometimes the little things make me the happiest 💝!,Sometimes the little things make me the happiest 💝!,2025-06-29 13:57:05.669981688,user_88,day,sample_data,Negative,-0.234375,0.5,0.234375,neutral,9,5,0,13,Sunday,2025-06-29,True,4
sample_89,Just need a break from all this chaos 😕,Just need a break from all this chaos 😕,2025-06-29 14:05:30.090331979,user_89,today,sample_data,Neutral,0.0,0.0,1.0,neutral,9,1,1,14,Sunday,2025-06-29,True,0
sample_90,Sometimes the little things make me the happiest 💝 Today was good.,Sometimes the little things make me the happiest 💝 Today was good.,2025-06-29 14:13:54.510682271,user_90,day,sample_data,Positive,0.25625,0.55,0.25625,neutral,12,10,4,14,Sunday,2025-06-29,True,1
sample_91,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,2025-06-29 14:22:18.931032563,user_91,mood,sample_data,Positive,0.625,0.7,0.625,joy,11,10,3,14,Sunday,2025-06-29,True,1
sample_92,Another sleepless night ahead of me Hope tomorrow is better.,Another sleepless night ahead of me Hope tomorrow is better.,2025-06-29 14:30:43.351382855,user_92,life,sample_data,Positive,0.5,0.5,0.5,neutral,10,4,0,14,Sunday,2025-06-29,True,4
sample_93,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-29 14:39:07.771733147,user_93,life,sample_data,Neutral,0.0,0.0,1.0,neutral,6,4,1,14,Sunday,2025-06-29,True,0
sample_94,Just need a break from all this chaos 😕,Just need a break from all this chaos 😕,2025-06-29 14:47:32.192083439,user_94,life,sample_data,Neutral,0.0,0.0,1.0,neutral,9,0,1,14,Sunday,2025-06-29,True,0
sample_95,Work has been incredibly stressful this week Not my best day.,Work has been incredibly stressful this week Not my best day.,2025-06-29 14:55:56.612433731,user_95,day,sample_data,Positive,0.95,0.6,0.95,neutral,11,2,0,14,Sunday,2025-06-29,True,2
sample_96,"Beautiful sunset tonight, life is good! 🌅 Today was good.","Beautiful sunset tonight, life is good! 🌅 Today was good.",2025-06-29 15:04:21.032784023,user_96,feeling,sample_data,Positive,0.8083333333333332,0.7333333333333334,0.8083333333333332,neutral,10,11,3,15,Sunday,2025-06-29,True,1
sample_97,Feeling incredibly grateful for my family today 💕 Today was good.,Feeling incredibly grateful for my family today 💕 Today was good.,2025-06-29 15:12:45.453134315,user_97,day,sample_data,Positive,0.8,0.75,0.8,gratitude,11,3,4,15,Sunday,2025-06-29,True,1
sample_98,Another sleepless night ahead of me 😕,Another sleepless night ahead of me 😕,2025-06-29 15:21:09.873484607,user_98,today,sample_data,Neutral,0.0,0.0,1.0,neutral,7,1,1,15,Sunday,2025-06-29,True,0
sample_99,"Got some great news today, feeling so blessed! ✨ 🙂","Got some great news today, feeling so blessed! ✨ 🙂",2025-06-29 15:29:34.293834899,user_99,feeling,sample_data,Positive,1.0,0.75,1.0,joy,10,8,0,15,Sunday,2025-06-29,True,2
sample_100,"Just checking in, hope everyone's well That's life.","Just checking in, hope everyone's well That's life.",2025-06-29 15:37:58.714185190,user_0,life,sample_data,Neutral,0.0,0.0,1.0,neutral,8,5,0,15,Sunday,2025-06-29,True,0
sample_101,Another sleepless night ahead of me 😕,Another sleepless night ahead of me 😕,2025-06-29 15:46:23.134535482,user_1,mood,sample_data,Neutral,0.0,0.0,1.0,neutral,7,1,1,15,Sunday,2025-06-29,True,0
sample_102,Just going with the flow today Moving on.,Just going with the flow today Moving on.,2025-06-29 15:54:47.554885774,user_2,mood,sample_data,Neutral,0.0,0.0,1.0,neutral,8,5,1,15,Sunday,2025-06-29,True,0
sample_103,"Beautiful sunset tonight, life is good! 🌅!","Beautiful sunset tonight, life is good! 🌅!",2025-06-29 16:03:11.975236066,user_3,today,sample_data,Positive,0.925,0.8,0.925,neutral,7,11,4,16,Sunday,2025-06-29,True,1
sample_104,"Met up with old friends today, such a perfect day! 😊 Today was good.","Met up with old friends today, such a perfect day! 😊 Today was good.",2025-06-29 16:11:36.395586358,user_4,day,sample_data,Positive,0.45,0.575,0.45,joy,14,1,2,16,Sunday,2025-06-29,True,4
sample_105,Weather looks okay for the weekend.,Weather looks okay for the weekend.,2025-06-29 16:20:00.815936650,user_5,today,sample_data,Positive,0.5,0.5,0.5,neutral,6,5,1,16,Sunday,2025-06-29,True,4
sample_106,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,Just had the most amazing coffee this morning! ☀️ Feeling blessed.,2025-06-29 16:28:25.236286942,user_6,mood,sample_data,Positive,0.625,0.7,0.625,joy,11,15,1,16,Sunday,2025-06-29,True,1
sample_107,Nothing beats a good workout to start the day! 💪 🙂,Nothing beats a good workout to start the day! 💪 🙂,2025-06-29 16:36:49.656637234,user_7,life,sample_data,Positive,0.875,0.6000000000000001,0.875,neutral,11,10,3,16,Sunday,2025-06-29,True,1
sample_108,"Regular day at the office, nothing special.","Regular day at the office, nothing special.",2025-06-29 16:45:14.076987526,user_8,today,sample_data,Neutral,0.17857142857142858,0.32417582417582413,0.8214285714285714,neutral,7,8,0,16,Sunday,2025-06-29,True,3
sample_109,Can't seem to catch a break these days...,Can't seem to catch a break these days...,2025-06-29 16:53:38.497337818,user_9,day,sample_data,Neutral,0.0,0.0,1.0,neutral,8,2,1,16,Sunday,2025-06-29,True,0
sample_110,"Standard Tuesday, same as always That's life.","Standard Tuesday, same as always That's life.",2025-06-29 17:02:02.917688110,user_10,feeling,sample_data,Neutral,0.0,0.0625,1.0,neutral,7,3,1,17,Sunday,2025-06-29,True,0
sample_111,"Regular day at the office, nothing special That's life.","Regular day at the office, nothing special That's life.",2025-06-29 17:10:27.338038402,user_11,feeling,sample_data,Neutral,0.17857142857142858,0.32417582417582413,0.8214285714285714,neutral,9,3,0,17,Sunday,2025-06-29,True,0
